method,op,category,recv_class,prop
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,get,recv_unknown,,thirdboss
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,rocklock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,lock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,pulser
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,spinningaxe
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,rate
523,get,recv_unknown,,colortype
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,lavachain
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,dir
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,cover
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,grasslock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,shieldlocknorm
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,shieldlock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,wandlock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,bosslock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,keyType
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,magicallock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,magicallockfire
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,moonrock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,torch
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,c
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,bonetorch
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,c
523,get,recv_unknown,,flip
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,bonetorch2
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,c
523,get,recv_unknown,,flip
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,planttorch
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,c
523,get,recv_unknown,,flip
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,get,recv_unknown,,distance
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,lightpole
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tset
523,get,recv_unknown,,tag
523,get,recv_unknown,,c
523,get,recv_unknown,,invert
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,orb
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,c
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,breakablerock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,breakablerockghost
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,chest
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,dungeonspire
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,lightbosstotem
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,littlestones
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,whirlpool
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,pushableblock
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,pushableblockfire
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,pushableblockspear
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,stairsup
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,flip
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,get,recv_unknown,,to
523,get,recv_unknown,,playerx
523,get,recv_unknown,,playery
523,get,recv_unknown,,sign
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,stairsdown
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,flip
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,get,recv_unknown,,to
523,get,recv_unknown,,playerx
523,get,recv_unknown,,playery
523,get,recv_unknown,,sign
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,teleporter
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,to
523,get,recv_unknown,,playerx
523,get,recv_unknown,,playery
523,get,recv_unknown,,show
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,get,recv_unknown,,tag
523,call,recv_scope,,String
523,get,recv_unknown,,tag
523,get,recv_unknown,,invert
523,call,recv_scope,,int
523,call,recv_scope,,Boolean
523,get,recv_unknown,,sign
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,shieldboss
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,introchar
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,rekcahdam
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,forestchar
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,karlore
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,adnanchar
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,watcher
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,text1
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,oracle
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,text1
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,witch
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,hermit
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,yeti
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,sensei
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,sign
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,totem
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,wand
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,firewand
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,brickpole
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,statue1
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,statue2
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,text
523,get,recv_unknown,,frames
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,brickwell
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,finaldoor
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,pod
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,frozenboss
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,moonrockpile
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,shieldstatue
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,oraclestatue
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,ruinedpillar
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,wallflyer
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,spinner
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,lightray
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,color
523,get,recv_unknown,,alpha
523,get,recv_unknown,,width
523,get,recv_unknown,,height
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,shadow
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,color
523,get,recv_unknown,,alpha
523,get,recv_unknown,,width
523,get,recv_unknown,,height
523,call,recv_scope,,add
523,get,recv_unknown,,objects
523,get,recv_unknown,,rope
523,get,recv_unknown,,node
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,x
523,get,recv_unknown,,y
523,get,recv_unknown,,x
523,get,recv_unknown,,tset
523,get,recv_unknown,,tag
523,call,recv_scope,,add
523,set,recv_scope,,setFallFromCeiling
524,get,recv_scope,,Object
524,get,recv_scope,,Tweener
524,get,recv_scope,,World
524,get,recv_scope,,World
525,get,recv_scope,,Music_sndSword1
525,set,recv_scope,,sndSword1
525,get,recv_scope,,Music_sndSword2
525,set,recv_scope,,sndSword2
525,get,recv_scope,,Music_sndSword3
525,set,recv_scope,,sndSword3
525,get,recv_scope,,Music_sndStab1
525,set,recv_scope,,sndStab1
525,get,recv_scope,,Music_sndStab2
525,set,recv_scope,,sndStab2
525,get,recv_scope,,Music_sndStab3
525,set,recv_scope,,sndStab3
525,get,recv_scope,,Music_sndSplash1
525,set,recv_scope,,sndSplash1
525,get,recv_scope,,Music_sndSplash2
525,set,recv_scope,,sndSplash2
525,get,recv_scope,,Music_sndSwim1
525,set,recv_scope,,sndSwim1
525,get,recv_scope,,Music_sndArrow1
525,set,recv_scope,,sndArrow1
525,get,recv_scope,,Music_sndArrow2
525,set,recv_scope,,sndArrow2
525,get,recv_scope,,Music_sndSwitch1
525,set,recv_scope,,sndSwitch1
525,get,recv_scope,,Music_sndEnemyHit1
525,set,recv_scope,,sndEnemyHit1
525,get,recv_scope,,Music_sndEnemyHit2
525,set,recv_scope,,sndEnemyHit2
525,get,recv_scope,,Music_sndMetal1
525,set,recv_scope,,sndMetal1
525,get,recv_scope,,Music_sndEnemyHop1
525,set,recv_scope,,sndEnemyHop1
525,get,recv_scope,,Music_sndEnemyHop2
525,set,recv_scope,,sndEnemyHop2
525,get,recv_scope,,Music_sndChest1
525,set,recv_scope,,sndChest1
525,get,recv_scope,,Music_sndLock1
525,set,recv_scope,,sndLock1
525,get,recv_scope,,Music_sndRock1
525,set,recv_scope,,sndRock1
525,get,recv_scope,,Music_sndRock2
525,set,recv_scope,,sndRock2
525,get,recv_scope,,Music_sndDrill1
525,set,recv_scope,,sndDrill1
525,get,recv_scope,,Music_sndEnergyBeam1
525,set,recv_scope,,sndEnergyBeam1
525,get,recv_scope,,Music_sndEnergyPulse1
525,set,recv_scope,,sndEnergyPulse1
525,get,recv_scope,,Music_sndExplosion1
525,set,recv_scope,,sndExplosion1
525,get,recv_scope,,Music_sndEnemyFall1
525,set,recv_scope,,sndEnemyFall1
525,get,recv_scope,,Music_sndPushRock1
525,set,recv_scope,,sndPushRock1
525,get,recv_scope,,Music_sndEnemyDie1
525,set,recv_scope,,sndEnemyDie1
525,get,recv_scope,,Music_sndRoom1
525,set,recv_scope,,sndRoom1
525,get,recv_scope,,Music_sndRoom2
525,set,recv_scope,,sndRoom2
525,get,recv_scope,,Music_sndRoom3
525,set,recv_scope,,sndRoom3
525,get,recv_scope,,Music_sndRoom4
525,set,recv_scope,,sndRoom4
525,get,recv_scope,,Music_sndHurt1
525,set,recv_scope,,sndHurt1
525,get,recv_scope,,Music_sndGroundHit1
525,set,recv_scope,,sndGroundHit1
525,get,recv_scope,,Music_sndGroundHit2
525,set,recv_scope,,sndGroundHit2
525,get,recv_scope,,Music_sndPlayerFall1
525,set,recv_scope,,sndPlayerFall1
525,get,recv_scope,,Music_sndBossDie1
525,set,recv_scope,,sndBossDie1
525,get,recv_scope,,Music_sndBossDie2
525,set,recv_scope,,sndBossDie2
525,get,recv_scope,,Music_sndBossDie3
525,set,recv_scope,,sndBossDie3
525,get,recv_scope,,Music_sndBossDie4
525,set,recv_scope,,sndBossDie4
525,get,recv_scope,,Music_sndBossDie5
525,set,recv_scope,,sndBossDie5
525,get,recv_scope,,Music_sndEnemyAttack1
525,set,recv_scope,,sndEnemyAttack1
525,get,recv_scope,,Music_sndEnemyAttack2
525,set,recv_scope,,sndEnemyAttack2
525,get,recv_scope,,Music_sndEnemyAttack3
525,set,recv_scope,,sndEnemyAttack3
525,get,recv_scope,,Music_sndEnemyAttack4
525,set,recv_scope,,sndEnemyAttack4
525,get,recv_scope,,Music_sndBoss6Move1
525,set,recv_scope,,sndBoss6Move1
525,get,recv_scope,,Music_sndBoss6Move2
525,set,recv_scope,,sndBoss6Move2
525,get,recv_scope,,Music_sndBoss6Move3
525,set,recv_scope,,sndBoss6Move3
525,get,recv_scope,,Music_sndWandFire1
525,set,recv_scope,,sndWandFire1
525,get,recv_scope,,Music_sndWandFizzle1
525,set,recv_scope,,sndWandFizzle1
525,get,recv_scope,,Music_sndTurretShoot1
525,set,recv_scope,,sndTurretShoot1
525,get,recv_scope,,Music_sndWind1
525,set,recv_scope,,sndWind1
525,get,recv_scope,,Music_sndWind2
525,set,recv_scope,,sndWind2
525,get,recv_scope,,Music_sndBurn1
525,set,recv_scope,,sndBurn1
525,get,recv_scope,,Music_sndPunch1
525,set,recv_scope,,sndPunch1
525,get,recv_scope,,Music_sndTentacle1
525,set,recv_scope,,sndTentacle1
525,get,recv_scope,,Music_sndFire1
525,set,recv_scope,,sndFire1
525,get,recv_scope,,Music_sndLava1
525,set,recv_scope,,sndLava1
525,get,recv_scope,,Music_sndLava2
525,set,recv_scope,,sndLava2
525,get,recv_scope,,Music_sndLava3
525,set,recv_scope,,sndLava3
525,get,recv_scope,,Music_sndLight1
525,set,recv_scope,,sndLight1
525,get,recv_scope,,Music_sndText1
525,set,recv_scope,,sndText1
525,get,recv_scope,,Music_sndText2
525,set,recv_scope,,sndText2
525,get,recv_scope,,Music_sndOther1
525,set,recv_scope,,sndOther1
525,get,recv_scope,,Music_sndOther2
525,set,recv_scope,,sndOther2
525,get,recv_scope,,Music_sndOther3
525,set,recv_scope,,sndOther3
525,get,recv_scope,,Music_sndOther4
525,set,recv_scope,,sndOther4
525,get,recv_scope,,Music_sndOther5
525,set,recv_scope,,sndOther5
525,set,recv_scope,,currentSet
525,set,recv_scope,,currentIndex
525,get,recv_scope,,Vector
525,get,recv_scope,,String
525,set,recv_scope,,setNames
525,set,recv_scope,,soundsO
525,get,recv_scope,,sndSword1
525,get,recv_scope,,sndSword2
525,get,recv_scope,,sndSword3
525,set,recv_scope,,soundSwords
525,get,recv_scope,,sndStab1
525,get,recv_scope,,sndStab2
525,get,recv_scope,,sndStab3
525,set,recv_scope,,soundStabs
525,get,recv_scope,,sndSplash1
525,get,recv_scope,,sndSplash2
525,set,recv_scope,,soundSplash
525,get,recv_scope,,sndSwim1
525,set,recv_scope,,soundSwim
525,get,recv_scope,,sndArrow1
525,get,recv_scope,,sndArrow2
525,set,recv_scope,,soundArrow
525,get,recv_scope,,sndSwitch1
525,set,recv_scope,,soundSwitch
525,get,recv_scope,,sndDrill1
525,get,recv_scope,,sndDrill1
525,set,recv_scope,,soundDrill
525,get,recv_scope,,sndEnemyHit1
525,get,recv_scope,,sndEnemyHit2
525,set,recv_scope,,soundEnemyHit
525,get,recv_scope,,sndMetal1
525,set,recv_scope,,soundMetal
525,get,recv_scope,,sndEnemyHop1
525,get,recv_scope,,sndEnemyHop2
525,set,recv_scope,,soundEnemyHop
525,get,recv_scope,,sndChest1
525,set,recv_scope,,soundChest
525,get,recv_scope,,sndRock1
525,get,recv_scope,,sndRock2
525,set,recv_scope,,soundRock
525,get,recv_scope,,sndLock1
525,set,recv_scope,,soundLock
525,get,recv_scope,,sndEnergyBeam1
525,get,recv_scope,,sndEnergyBeam1
525,get,recv_scope,,sndEnergyBeam1
525,set,recv_scope,,soundEnergyBeam
525,get,recv_scope,,sndEnergyPulse1
525,get,recv_scope,,sndEnergyPulse1
525,set,recv_scope,,soundEnergyPulse
525,get,recv_scope,,sndExplosion1
525,get,recv_scope,,sndExplosion1
525,get,recv_scope,,sndExplosion1
525,set,recv_scope,,soundExplosion
525,get,recv_scope,,sndEnemyFall1
525,get,recv_scope,,sndEnemyFall1
525,get,recv_scope,,sndEnemyFall1
525,set,recv_scope,,soundEnemyFall
525,get,recv_scope,,sndPushRock1
525,set,recv_scope,,soundPushRock
525,get,recv_scope,,sndEnemyDie1
525,get,recv_scope,,sndEnemyDie1
525,set,recv_scope,,soundEnemyDie
525,get,recv_scope,,sndRoom1
525,get,recv_scope,,sndRoom2
525,get,recv_scope,,sndRoom3
525,get,recv_scope,,sndRoom4
525,set,recv_scope,,soundRoom
525,get,recv_scope,,sndHurt1
525,set,recv_scope,,soundHurt
525,get,recv_scope,,sndGroundHit1
525,get,recv_scope,,sndGroundHit2
525,set,recv_scope,,soundGroundHit
525,get,recv_scope,,sndPlayerFall1
525,set,recv_scope,,soundPlayerFall
525,get,recv_scope,,sndBossDie1
525,get,recv_scope,,sndBossDie2
525,get,recv_scope,,sndBossDie3
525,get,recv_scope,,sndBossDie4
525,get,recv_scope,,sndBossDie5
525,set,recv_scope,,soundBossDie
525,get,recv_scope,,sndEnemyAttack1
525,get,recv_scope,,sndEnemyAttack2
525,get,recv_scope,,sndEnemyAttack3
525,get,recv_scope,,sndEnemyAttack4
525,set,recv_scope,,soundEnemyAttack
525,get,recv_scope,,sndBoss6Move1
525,get,recv_scope,,sndBoss6Move2
525,get,recv_scope,,sndBoss6Move3
525,get,recv_scope,,sndBoss6Move1
525,get,recv_scope,,sndBoss6Move2
525,get,recv_scope,,sndBoss6Move3
525,set,recv_scope,,soundBoss6Move
525,get,recv_scope,,sndWandFire1
525,get,recv_scope,,sndWandFire1
525,set,recv_scope,,soundWandFire
525,get,recv_scope,,sndWandFizzle1
525,get,recv_scope,,sndWandFizzle1
525,set,recv_scope,,soundWandFizzle
525,get,recv_scope,,sndTurretShoot1
525,get,recv_scope,,sndTurretShoot1
525,get,recv_scope,,sndTurretShoot1
525,set,recv_scope,,soundTurretShoot
525,get,recv_scope,,sndWind1
525,get,recv_scope,,sndWind2
525,set,recv_scope,,soundWind
525,get,recv_scope,,sndBurn1
525,set,recv_scope,,soundBurn
525,get,recv_scope,,sndPunch1
525,set,recv_scope,,soundPunch
525,get,recv_scope,,sndTentacle1
525,get,recv_scope,,sndTentacle1
525,get,recv_scope,,sndTentacle1
525,get,recv_scope,,sndTentacle1
525,set,recv_scope,,soundTentacle
525,get,recv_scope,,sndFire1
525,set,recv_scope,,soundFire
525,get,recv_scope,,sndLava1
525,get,recv_scope,,sndLava2
525,get,recv_scope,,sndLava3
525,set,recv_scope,,soundLava
525,get,recv_scope,,sndLight1
525,set,recv_scope,,soundLight
525,get,recv_scope,,sndText1
525,get,recv_scope,,sndText2
525,set,recv_scope,,soundText
525,get,recv_scope,,sndOther1
525,get,recv_scope,,sndOther2
525,get,recv_scope,,sndOther3
525,get,recv_scope,,sndOther4
525,get,recv_scope,,sndOther5
525,set,recv_scope,,soundOther
525,get,recv_scope,,soundSwords
525,get,recv_scope,,soundStabs
525,get,recv_scope,,soundSplash
525,get,recv_scope,,soundSwim
525,get,recv_scope,,soundArrow
525,get,recv_scope,,soundSwitch
525,get,recv_scope,,soundDrill
525,get,recv_scope,,soundEnemyHit
525,get,recv_scope,,soundMetal
525,get,recv_scope,,soundEnemyHop
525,get,recv_scope,,soundChest
525,get,recv_scope,,soundRock
525,get,recv_scope,,soundLock
525,get,recv_scope,,soundEnergyBeam
525,get,recv_scope,,soundEnergyPulse
525,get,recv_scope,,soundExplosion
525,get,recv_scope,,soundEnemyFall
525,get,recv_scope,,soundPushRock
525,get,recv_scope,,soundEnemyDie
525,get,recv_scope,,soundRoom
525,get,recv_scope,,soundHurt
525,get,recv_scope,,soundGroundHit
525,get,recv_scope,,soundPlayerFall
525,get,recv_scope,,soundBossDie
525,get,recv_scope,,soundEnemyAttack
525,get,recv_scope,,soundBoss6Move
525,get,recv_scope,,soundWandFire
525,get,recv_scope,,soundWandFizzle
525,get,recv_scope,,soundTurretShoot
525,get,recv_scope,,soundWind
525,get,recv_scope,,soundBurn
525,get,recv_scope,,soundPunch
525,get,recv_scope,,soundTentacle
525,get,recv_scope,,soundFire
525,get,recv_scope,,soundLava
525,get,recv_scope,,soundLight
525,get,recv_scope,,soundText
525,get,recv_scope,,soundOther
525,set,recv_scope,,sounds
525,get,recv_scope,,Music_sndYesMaster
525,set,recv_scope,,sndYesMaster
525,get,recv_scope,,sndYesMaster
525,set,recv_scope,,sndOYesMaster
525,get,recv_scope,,Music_sndFoundIt
525,set,recv_scope,,sndFoundIt
525,get,recv_scope,,sndFoundIt
525,set,recv_scope,,sndOFoundIt
525,get,recv_scope,,Music_sndSealPiece
525,set,recv_scope,,sndSealPiece
525,get,recv_scope,,sndSealPiece
525,set,recv_scope,,sndOSealPiece
525,get,recv_scope,,Music_sndSeal
525,set,recv_scope,,sndSeal
525,get,recv_scope,,sndSeal
525,set,recv_scope,,sndOSeal
525,get,recv_scope,,Music_sndKey
525,set,recv_scope,,sndKey
525,get,recv_scope,,sndKey
525,set,recv_scope,,sndOKey
525,get,recv_scope,,Music_sndMenu
525,set,recv_scope,,sndMenu
525,get,recv_scope,,sndMenu
525,set,recv_scope,,sndOMenu
525,get,recv_scope,,Music_sndTheme
525,set,recv_scope,,sndTheme
525,get,recv_scope,,sndTheme
525,set,recv_scope,,sndOTheme
525,get,recv_scope,,Music_sndThemeNight
525,set,recv_scope,,sndThemeNight
525,get,recv_scope,,sndThemeNight
525,set,recv_scope,,sndOThemeNight
525,get,recv_scope,,Music_sndMyLifesPurpose
525,set,recv_scope,,sndMyLifesPurpose
525,get,recv_scope,,sndMyLifesPurpose
525,set,recv_scope,,sndOMyLifesPurpose
525,get,recv_scope,,Music_sndTheWatcher
525,set,recv_scope,,sndTheWatcher
525,get,recv_scope,,sndTheWatcher
525,set,recv_scope,,sndOTheWatcher
525,get,recv_scope,,Music_sndMyFirstDungeon
525,set,recv_scope,,sndMyFirstDungeon
525,get,recv_scope,,sndMyFirstDungeon
525,set,recv_scope,,sndOMyFirstDungeon
525,get,recv_scope,,Music_sndStuckInTheForest
525,set,recv_scope,,sndStuckInTheForest
525,get,recv_scope,,sndStuckInTheForest
525,set,recv_scope,,sndOStuckInTheForest
525,get,recv_scope,,Music_sndMysteriousMagic
525,set,recv_scope,,sndMysteriousMagic
525,get,recv_scope,,sndMysteriousMagic
525,set,recv_scope,,sndOMysteriousMagic
525,get,recv_scope,,Music_sndColdBlooded
525,set,recv_scope,,sndColdBlooded
525,get,recv_scope,,sndColdBlooded
525,set,recv_scope,,sndOColdBlooded
525,get,recv_scope,,Music_sndShadow
525,set,recv_scope,,sndShadow
525,get,recv_scope,,sndShadow
