method,op,category,recv_class,prop
1,get,recv_scope,,Vector
1,get,recv_scope,,uint
1,get,recv_scope,,FP
1,set,recv_classobj,,width
1,get,recv_scope,,FP
1,set,recv_classobj,,height
1,get,recv_scope,,FP
1,set,recv_classobj,,assignedFrameRate
1,get,recv_scope,,FP
1,set,recv_classobj,,fixed
1,get,recv_scope,,FP
1,set,recv_classobj,,engine
1,get,recv_scope,,FP
1,set,recv_classobj,,screen
1,get,recv_scope,,FP
1,set,recv_classobj,,bounds
1,get,recv_scope,,FP
1,set,recv_classobj,,_world
1,get,recv_scope,,FP
1,get,recv_classobj,,randomSeed
1,get,recv_scope,,FP
1,call,recv_classobj,,randomizeSeed
1,get,recv_scope,,FP
1,set,recv_classobj,,entity
1,get,recv_scope,,FP
1,call,recv_scope,,getTimer
1,set,recv_classobj,,_time
1,get,recv_scope,,Event
1,get,recv_unknown,,ADDED_TO_STAGE
1,get,method_as_prop,Engine,onStage
1,call,recv_scope,,addEventListener
3,get,recv_scope,,FP
3,get,recv_classobj,,_world
3,get,recv_unknown,,active
3,get,recv_scope,,FP
3,get,recv_classobj,,_world
3,get,recv_unknown,,_tween
3,get,recv_scope,,FP
3,get,recv_classobj,,_world
3,call,recv_unknown,,updateTweens
3,get,recv_scope,,FP
3,get,recv_classobj,,_world
3,call,recv_unknown,,update
3,get,recv_scope,,FP
3,get,recv_classobj,,_world
3,call,recv_unknown,,updateLists
3,get,recv_scope,,FP
3,get,recv_classobj,,_goto
3,call,call_method_virtual,Engine,checkWorld
4,call,recv_scope,,getTimer
4,get,slot_sealed,Engine,_frameLast
4,get,recv_scope,,FP
4,get,recv_classobj,,screen
4,call,recv_unknown,,swap
4,get,recv_scope,,Draw
4,call,recv_classobj,,resetTarget
4,get,recv_scope,,FP
4,get,recv_classobj,,screen
4,call,recv_unknown,,refresh
4,get,recv_scope,,FP
4,get,recv_classobj,,_world
4,get,recv_unknown,,visible
4,get,recv_scope,,FP
4,get,recv_classobj,,_world
4,call,recv_unknown,,render
4,get,recv_scope,,FP
4,get,recv_classobj,,screen
4,call,recv_unknown,,redraw
4,call,recv_scope,,getTimer
4,get,slot_sealed,Engine,_frameListSum
4,get,slot_sealed,Engine,_frameList
4,get,slot_sealed,Engine,_frameList
4,get,recv_unknown,,length
4,get,slot_sealed,Engine,_frameLast
4,get,slot_sealed,Engine,_frameList
4,get,recv_unknown,,length
4,get,slot_sealed,Engine,_frameListSum
4,get,slot_sealed,Engine,_frameList
4,call,recv_unknown,,shift
4,get,recv_scope,,FP
4,get,slot_sealed,Engine,_frameListSum
4,get,slot_sealed,Engine,_frameList
4,get,recv_unknown,,length
4,set,recv_classobj,,frameRate
5,get,recv_scope,,stage
5,get,recv_scope,,FP
5,get,recv_classobj,,assignedFrameRate
5,set,recv_unknown,,frameRate
5,get,recv_scope,,stage
5,get,recv_scope,,StageAlign
5,get,recv_unknown,,TOP_LEFT
5,set,recv_unknown,,align
5,get,recv_scope,,stage
5,get,recv_scope,,StageQuality
5,get,recv_unknown,,HIGH
5,set,recv_unknown,,quality
5,get,recv_scope,,stage
5,get,recv_scope,,StageScaleMode
5,get,recv_unknown,,NO_SCALE
5,set,recv_unknown,,scaleMode
5,get,recv_scope,,stage
5,get,recv_scope,,StageDisplayState
5,get,recv_unknown,,NORMAL
5,set,recv_unknown,,displayState
6,get,recv_scope,,Event
6,get,recv_unknown,,ADDED_TO_STAGE
6,get,method_as_prop,Engine,onStage
6,call,recv_scope,,removeEventListener
6,get,recv_scope,,FP
6,get,recv_scope,,stage
6,set,recv_classobj,,stage
6,call,call_method_virtual,Engine,setStageProperties
6,get,recv_scope,,Input
6,call,recv_classobj,,enable
6,get,recv_scope,,FP
6,get,recv_classobj,,_goto
6,call,call_method_virtual,Engine,checkWorld
6,call,call_method_virtual,Engine,init
6,get,recv_scope,,FP
6,get,recv_classobj,,assignedFrameRate
6,get,recv_scope,,FP
6,get,recv_classobj,,fixed
6,get,slot_sealed,Engine,_rate
6,get,slot_sealed,Engine,MAX_FRAMESKIP
6,call,recv_scope,,getTimer
6,get,slot_sealed,Engine,TICK_RATE
6,get,slot_sealed,Engine,_timer
6,get,recv_scope,,TimerEvent
6,get,recv_unknown,,TIMER
6,get,method_as_prop,Engine,onTimer
6,call,recv_unknown,,addEventListener
6,get,slot_sealed,Engine,_timer
6,call,recv_unknown,,start
6,call,recv_scope,,getTimer
6,get,recv_scope,,Event
6,get,recv_unknown,,ENTER_FRAME
6,get,method_as_prop,Engine,onEnterFrame
6,call,recv_scope,,addEventListener
7,call,recv_scope,,getTimer
7,get,recv_scope,,FP
7,get,slot_sealed,Engine,_time
7,get,slot_sealed,Engine,_flashTime
7,set,recv_classobj,,_flashTime
7,get,slot_sealed,Engine,_time
7,get,recv_scope,,FP
7,get,slot_sealed,Engine,_time
7,get,slot_sealed,Engine,_last
7,set,recv_classobj,,elapsed
7,get,recv_scope,,FP
7,get,recv_classobj,,elapsed
7,get,slot_sealed,Engine,MAX_ELAPSED
7,get,recv_scope,,FP
7,get,slot_sealed,Engine,MAX_ELAPSED
7,set,recv_classobj,,elapsed
7,get,recv_scope,,FP
7,get,recv_scope,,FP
7,get,recv_classobj,,elapsed
7,get,recv_scope,,FP
7,get,recv_classobj,,rate
7,set,recv_classobj,,elapsed
7,get,slot_sealed,Engine,_time
7,get,recv_scope,,FP
7,get,recv_classobj,,_console
7,get,recv_scope,,FP
7,get,recv_classobj,,_console
7,call,recv_unknown,,update
7,get,slot_sealed,Engine,paused
7,call,call_method_virtual,Engine,update
7,get,recv_scope,,Input
7,call,recv_classobj,,update
7,call,recv_scope,,getTimer
7,get,recv_scope,,FP
7,get,slot_sealed,Engine,_time
7,get,slot_sealed,Engine,_updateTime
7,set,recv_classobj,,_updateTime
7,get,slot_sealed,Engine,paused
7,call,call_method_virtual,Engine,render
7,call,recv_scope,,getTimer
7,get,recv_scope,,FP
7,get,slot_sealed,Engine,_time
7,get,slot_sealed,Engine,_renderTime
7,set,recv_classobj,,_renderTime
7,get,recv_scope,,FP
7,get,slot_sealed,Engine,_time
7,get,slot_sealed,Engine,_gameTime
7,set,recv_classobj,,_gameTime
8,call,recv_scope,,getTimer
8,get,slot_sealed,Engine,_delta
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_last
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_delta
8,get,slot_sealed,Engine,_rate
8,get,slot_sealed,Engine,_time
8,get,recv_scope,,FP
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_flashTime
8,set,recv_classobj,,_flashTime
8,get,recv_scope,,FP
8,get,recv_classobj,,_console
8,get,recv_scope,,FP
8,get,recv_classobj,,_console
8,call,recv_unknown,,update
8,get,slot_sealed,Engine,_delta
8,get,slot_sealed,Engine,_skip
8,get,slot_sealed,Engine,_skip
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_delta
8,get,slot_sealed,Engine,_rate
8,get,recv_scope,,FP
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_prev
8,set,recv_classobj,,elapsed
8,get,recv_scope,,FP
8,get,recv_classobj,,elapsed
8,get,slot_sealed,Engine,MAX_ELAPSED
8,get,recv_scope,,FP
8,get,slot_sealed,Engine,MAX_ELAPSED
8,set,recv_classobj,,elapsed
8,get,recv_scope,,FP
8,get,recv_scope,,FP
8,get,recv_classobj,,elapsed
8,get,recv_scope,,FP
8,get,recv_classobj,,rate
8,set,recv_classobj,,elapsed
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,paused
8,call,call_method_virtual,Engine,update
8,get,recv_scope,,Input
8,call,recv_classobj,,update
8,call,recv_scope,,getTimer
8,get,recv_scope,,FP
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_updateTime
8,set,recv_classobj,,_updateTime
8,get,slot_sealed,Engine,_delta
8,get,slot_sealed,Engine,_rate
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,paused
8,call,call_method_virtual,Engine,render
8,call,recv_scope,,getTimer
8,get,recv_scope,,FP
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_renderTime
8,set,recv_classobj,,_renderTime
8,get,recv_scope,,FP
8,get,slot_sealed,Engine,_time
8,get,slot_sealed,Engine,_gameTime
8,set,recv_classobj,,_gameTime
9,get,recv_scope,,FP
9,get,recv_classobj,,_goto
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,call,recv_unknown,,end
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,get,recv_unknown,,autoClear
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,get,recv_unknown,,_tween
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,call,recv_unknown,,clearTweens
9,get,recv_scope,,FP
9,get,recv_scope,,FP
9,get,recv_classobj,,_goto
9,set,recv_classobj,,_world
9,get,recv_scope,,FP
9,set,recv_classobj,,_goto
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,call,recv_unknown,,updateLists
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,call,recv_unknown,,begin
9,get,recv_scope,,FP
9,get,recv_classobj,,_world
9,call,recv_unknown,,updateLists
10,get,recv_scope,,Object
10,get,recv_scope,,EventDispatcher
10,get,recv_scope,,DisplayObject
10,get,recv_scope,,InteractiveObject
10,get,recv_scope,,DisplayObjectContainer
10,get,recv_scope,,Sprite
10,get,recv_scope,,MovieClip
10,get,recv_scope,,MovieClip
11,get,recv_scope,,Vector
11,get,recv_scope,,MedalPopup
11,set,recv_scope,,medals
11,set,recv_scope,,READY_TO_SUBMIT_BADGES
11,set,recv_scope,,SUBMITTED_BADGES
12,get,recv_scope,,SharedObject
12,get,recv_scope,,SAVE_NAME
12,call,recv_unknown,,getLocal
12,set,recv_scope,,SAVE_FILE
12,call,recv_scope,,startSave
12,call,recv_scope,,printItems
12,get,recv_scope,,Music
12,call,recv_classobj,,begin
12,get,recv_scope,,Game
12,set,recv_classobj,,menu
12,get,recv_scope,,FP
12,set,recv_classobj,,world
12,get,recv_scope,,FP
12,get,recv_classobj,,screen
12,set,recv_unknown,,color
12,get,recv_scope,,FP
12,get,recv_classobj,,screen
12,set,recv_unknown,,scale
12,get,recv_scope,,FP
12,get,recv_classobj,,engine
12,call,recv_unknown,,addChild
13,get,recv_scope,,Math
13,get,recv_scope,,level
13,call,recv_unknown,,max
13,call,recv_scope,,levelPersistence
13,call,recv_scope,,int
13,call,recv_scope,,String
13,get,recv_scope,,Game
13,get,recv_classobj,,tagsPerLevel
14,get,recv_scope,,SAVE_FILE
14,get,recv_unknown,,data
14,get,recv_unknown,,hasSword
15,get,recv_scope,,SAVE_FILE
15,get,recv_unknown,,data
15,get,recv_unknown,,hasGhostSword
16,get,recv_scope,,SAVE_FILE
16,get,recv_unknown,,data
16,get,recv_unknown,,hasShield
17,get,recv_scope,,SAVE_FILE
17,get,recv_unknown,,data
17,get,recv_unknown,,hasFire
18,get,recv_scope,,SAVE_FILE
18,get,recv_unknown,,data
18,get,recv_unknown,,hasWand
19,get,recv_scope,,SAVE_FILE
19,get,recv_unknown,,data
19,get,recv_unknown,,hasFireWand
20,get,recv_scope,,SAVE_FILE
20,get,recv_unknown,,data
20,get,recv_unknown,,canSwim
21,get,recv_scope,,SAVE_FILE
21,get,recv_unknown,,data
21,get,recv_unknown,,hasSpear
22,get,recv_scope,,SAVE_FILE
22,get,recv_unknown,,data
22,get,recv_unknown,,hasDarkShield
23,get,recv_scope,,SAVE_FILE
23,get,recv_unknown,,data
23,get,recv_unknown,,hasDarkSuit
24,get,recv_scope,,SAVE_FILE
24,get,recv_unknown,,data
24,get,recv_unknown,,hasDarkSword
25,get,recv_scope,,SAVE_FILE
25,get,recv_unknown,,data
25,get,recv_unknown,,hasFeather
26,get,recv_scope,,SAVE_FILE
26,get,recv_unknown,,data
26,get,recv_unknown,,hasTorch
27,get,recv_scope,,SAVE_FILE
27,get,recv_unknown,,data
27,get,recv_unknown,,beam
28,get,recv_scope,,SAVE_FILE
28,get,recv_unknown,,data
28,get,recv_unknown,,rockSet
29,get,recv_scope,,SAVE_FILE
29,get,recv_unknown,,data
29,get,recv_unknown,,hitsMax
29,get,recv_scope,,Player
29,get,recv_classobj,,hitsMaxDef
29,get,recv_scope,,SAVE_FILE
29,get,recv_unknown,,data
29,get,recv_unknown,,hitsMax
30,get,recv_scope,,SAVE_FILE
30,get,recv_unknown,,data
30,get,recv_unknown,,firstUse
31,get,recv_scope,,SAVE_FILE
31,get,recv_unknown,,data
31,get,recv_unknown,,extended
32,get,recv_scope,,SAVE_FILE
32,get,recv_unknown,,data
32,get,recv_unknown,,time
32,get,recv_scope,,Game
32,get,recv_classobj,,dayLength
32,get,recv_scope,,SAVE_FILE
32,get,recv_unknown,,data
32,get,recv_unknown,,time
33,get,recv_scope,,SAVE_FILE
33,get,recv_unknown,,data
33,get,recv_unknown,,primary
33,get,recv_scope,,SAVE_FILE
33,get,recv_unknown,,data
33,get,recv_unknown,,primary
34,get,recv_scope,,SAVE_FILE
34,get,recv_unknown,,data
34,get,recv_unknown,,secondary
34,get,recv_scope,,SAVE_FILE
34,get,recv_unknown,,data
34,get,recv_unknown,,secondary
35,get,recv_scope,,SAVE_FILE
35,get,recv_unknown,,data
35,get,recv_unknown,,grassCut
35,get,recv_scope,,SAVE_FILE
35,get,recv_unknown,,data
35,get,recv_unknown,,grassCut
36,get,recv_scope,,SAVE_FILE
36,get,recv_unknown,,data
36,get,recv_unknown,,hasKey
37,get,recv_scope,,SAVE_FILE
37,get,recv_unknown,,data
37,get,recv_unknown,,hasTotemPart
38,get,recv_scope,,SAVE_FILE
38,get,recv_unknown,,data
38,get,recv_unknown,,hasSealPart
39,get,recv_scope,,SAVE_FILE
39,get,recv_unknown,,data
39,get,recv_unknown,,hasBadge
40,get,recv_scope,,SAVE_FILE
40,get,recv_unknown,,data
40,set,recv_unknown,,hasSword
41,get,recv_scope,,SAVE_FILE
41,get,recv_unknown,,data
41,set,recv_unknown,,hasGhostSword
42,get,recv_scope,,SAVE_FILE
42,get,recv_unknown,,data
42,set,recv_unknown,,hasShield
43,get,recv_scope,,SAVE_FILE
43,get,recv_unknown,,data
43,set,recv_unknown,,hasFire
44,get,recv_scope,,SAVE_FILE
44,get,recv_unknown,,data
44,set,recv_unknown,,hasWand
45,get,recv_scope,,SAVE_FILE
45,get,recv_unknown,,data
45,set,recv_unknown,,hasFireWand
46,get,recv_scope,,SAVE_FILE
46,get,recv_unknown,,data
46,set,recv_unknown,,canSwim
47,get,recv_scope,,SAVE_FILE
47,get,recv_unknown,,data
47,set,recv_unknown,,hasSpear
48,get,recv_scope,,SAVE_FILE
48,get,recv_unknown,,data
48,set,recv_unknown,,hasDarkShield
49,get,recv_scope,,SAVE_FILE
49,get,recv_unknown,,data
49,set,recv_unknown,,hasDarkSuit
50,get,recv_scope,,SAVE_FILE
50,get,recv_unknown,,data
50,set,recv_unknown,,hasDarkSword
51,get,recv_scope,,SAVE_FILE
51,get,recv_unknown,,data
51,set,recv_unknown,,hasFeather
52,get,recv_scope,,SAVE_FILE
52,get,recv_unknown,,data
52,set,recv_unknown,,hasTorch
53,get,recv_scope,,SAVE_FILE
53,get,recv_unknown,,data
53,set,recv_unknown,,beam
54,get,recv_scope,,SAVE_FILE
54,get,recv_unknown,,data
54,set,recv_unknown,,rockSet
55,get,recv_scope,,SAVE_FILE
55,get,recv_unknown,,data
55,set,recv_unknown,,hitsMax
56,get,recv_scope,,SAVE_FILE
56,get,recv_unknown,,data
56,set,recv_unknown,,firstUse
57,get,recv_scope,,SAVE_FILE
57,get,recv_unknown,,data
57,set,recv_unknown,,extended
58,get,recv_scope,,SAVE_FILE
58,get,recv_unknown,,data
58,set,recv_unknown,,time
59,get,recv_scope,,SAVE_FILE
59,get,recv_unknown,,data
59,set,recv_unknown,,primary
60,get,recv_scope,,SAVE_FILE
60,get,recv_unknown,,data
60,set,recv_unknown,,secondary
61,get,recv_scope,,SAVE_FILE
61,get,recv_unknown,,data
61,set,recv_unknown,,grassCut
61,get,recv_scope,,SAVE_FILE
61,get,recv_unknown,,data
61,get,recv_unknown,,grassCut
61,get,recv_scope,,Main
61,get,recv_classobj,,badges
61,call,recv_scope,,unlockMedal
62,get,recv_scope,,SAVE_FILE
62,get,recv_unknown,,data
62,get,recv_unknown,,hasKey
63,get,recv_scope,,SAVE_FILE
63,get,recv_unknown,,data
63,get,recv_unknown,,hasTotemPart
64,get,recv_scope,,SAVE_FILE
64,get,recv_unknown,,data
64,get,recv_unknown,,hasSealPart
65,get,recv_scope,,SAVE_FILE
65,get,recv_unknown,,data
65,get,recv_unknown,,hasBadge
66,get,recv_scope,,SAVE_FILE
66,get,recv_unknown,,data
66,get,recv_unknown,,playerPositionX
66,get,recv_scope,,SAVE_FILE
66,get,recv_unknown,,data
66,get,recv_unknown,,playerPositionX
67,get,recv_scope,,SAVE_FILE
67,get,recv_unknown,,data
67,get,recv_unknown,,playerPositionY
67,get,recv_scope,,SAVE_FILE
67,get,recv_unknown,,data
67,get,recv_unknown,,playerPositionY
68,get,recv_scope,,SAVE_FILE
68,get,recv_unknown,,data
68,set,recv_unknown,,playerPositionX
69,get,recv_scope,,SAVE_FILE
69,get,recv_unknown,,data
69,set,recv_unknown,,playerPositionY
70,get,recv_scope,,SAVE_FILE
70,get,recv_unknown,,data
70,get,recv_unknown,,level
70,get,recv_scope,,SAVE_FILE
70,get,recv_unknown,,data
70,get,recv_unknown,,level
71,get,recv_scope,,SAVE_FILE
71,get,recv_unknown,,data
71,set,recv_unknown,,level
72,get,recv_scope,,SAVE_FILE
72,get,recv_unknown,,data
72,get,recv_unknown,,levelPersistence
72,get,recv_scope,,Game
72,get,recv_classobj,,tagsPerLevel
73,get,recv_scope,,SAVE_FILE
73,get,recv_unknown,,data
73,get,recv_unknown,,levelPersistence
73,get,recv_scope,,Game
73,get,recv_classobj,,tagsPerLevel
74,get,recv_scope,,SAVE_FILE
74,call,recv_unknown,,clear
74,get,recv_scope,,Inventory
74,call,recv_classobj,,clearItems
74,call,recv_scope,,begin
75,get,recv_scope,,Preloader
75,get,recv_classobj,,ARMORGAMES
75,get,recv_scope,,Preloader
75,get,recv_classobj,,KONGREGATE
75,get,recv_scope,,QuickKong
75,get,recv_classobj,,stats
75,call,recv_unknown,,submit
75,call,recv_scope,,hasBadgeSet
75,get,recv_scope,,API
75,call,recv_classobj,,getMedal
75,get,accessor,Medal,unlocked
75,call,call_method_virtual,Medal,unlock
76,get,recv_scope,,hasSword
76,set,recv_scope,,hasSword
76,get,recv_scope,,hasGhostSword
76,set,recv_scope,,hasGhostSword
76,get,recv_scope,,hasShield
76,set,recv_scope,,hasShield
76,get,recv_scope,,hasFire
76,set,recv_scope,,hasFire
76,get,recv_scope,,hasWand
76,set,recv_scope,,hasWand
76,get,recv_scope,,hasFireWand
76,set,recv_scope,,hasFireWand
76,get,recv_scope,,canSwim
76,set,recv_scope,,canSwim
76,get,recv_scope,,hasSpear
76,set,recv_scope,,hasSpear
76,get,recv_scope,,hasDarkShield
76,set,recv_scope,,hasDarkShield
76,get,recv_scope,,hasDarkSuit
76,set,recv_scope,,hasDarkSuit
76,get,recv_scope,,hasDarkSword
76,set,recv_scope,,hasDarkSword
76,get,recv_scope,,hasFeather
76,set,recv_scope,,hasFeather
76,get,recv_scope,,hasTorch
76,set,recv_scope,,hasTorch
76,get,recv_scope,,beam
76,set,recv_scope,,beam
76,get,recv_scope,,rockSet
76,set,recv_scope,,rockSet
76,get,recv_scope,,hitsMax
76,set,recv_scope,,hitsMax
76,get,recv_scope,,firstUse
76,set,recv_scope,,firstUse
76,get,recv_scope,,extended
76,set,recv_scope,,extended
76,get,recv_scope,,time
76,set,recv_scope,,time
76,get,recv_scope,,primary
76,set,recv_scope,,primary
76,get,recv_scope,,secondary
76,set,recv_scope,,secondary
76,get,recv_scope,,grassCut
76,set,recv_scope,,grassCut
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,get,recv_unknown,,hasBadge
76,get,recv_scope,,badges
76,get,recv_scope,,badges
76,get,recv_unknown,,length
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,set,recv_unknown,,hasBadge
76,get,recv_scope,,badges
76,get,recv_scope,,badges
76,call,recv_scope,,hasBadge
76,call,recv_scope,,hasBadgeSet
76,get,recv_scope,,badges
76,get,recv_unknown,,length
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,get,recv_unknown,,hasKey
76,get,recv_scope,,Player
76,get,recv_classobj,,totalKeys
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,set,recv_unknown,,hasKey
76,call,recv_scope,,hasKey
76,call,recv_scope,,hasKeySet
76,get,recv_scope,,Player
76,get,recv_classobj,,totalKeys
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,get,recv_unknown,,hasTotemPart
76,get,recv_scope,,Player
76,get,recv_classobj,,totemParts
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,set,recv_unknown,,hasTotemPart
76,call,recv_scope,,hasTotemPart
76,call,recv_scope,,hasTotemPartSet
76,get,recv_scope,,Player
76,get,recv_classobj,,totemParts
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,get,recv_unknown,,hasSealPart
76,get,recv_scope,,SealController
76,get,recv_classobj,,SEALS
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,set,recv_unknown,,hasSealPart
76,call,recv_scope,,hasSealPart
76,call,recv_scope,,hasSealPartSet
76,get,recv_scope,,SealController
76,get,recv_classobj,,SEALS
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,get,recv_unknown,,levelPersistence
76,call,recv_unknown,,push
76,get,recv_scope,,Game
76,get,recv_classobj,,tagsPerLevel
76,get,recv_scope,,Game
76,get,recv_classobj,,levels
76,get,recv_unknown,,length
76,get,recv_scope,,SAVE_FILE
76,get,recv_unknown,,data
76,set,recv_unknown,,levelPersistence
76,get,recv_scope,,playerPositionX
76,set,recv_scope,,playerPositionX
76,get,recv_scope,,playerPositionY
76,set,recv_scope,,playerPositionY
76,get,recv_scope,,level
76,set,recv_scope,,level
76,set,recv_scope,,READY_TO_SUBMIT_BADGES
77,get,recv_scope,,FPS
77,call,recv_scope,,begin
78,get,recv_scope,,Music
78,call,recv_classobj,,update
78,get,recv_scope,,READY_TO_SUBMIT_BADGES
78,get,recv_scope,,QuickKong
78,get,recv_classobj,,LOADED
78,get,recv_scope,,SUBMITTED_BADGES
78,get,recv_scope,,Main
78,get,recv_scope,,Main
78,get,recv_classobj,,badges
78,call,recv_classobj,,hasBadge
78,get,recv_scope,,Main
78,get,recv_scope,,Main
78,get,recv_classobj,,badges
78,call,recv_classobj,,unlockMedal
78,get,recv_scope,,QuickKong
78,get,recv_classobj,,stats
78,get,recv_scope,,Main
78,get,recv_classobj,,badges
78,call,recv_unknown,,submit
78,get,recv_scope,,Main
78,get,recv_classobj,,badges
78,get,recv_unknown,,length
78,set,recv_scope,,SUBMITTED_BADGES
79,get,recv_scope,,Object
79,get,recv_scope,,EventDispatcher
79,get,recv_scope,,DisplayObject
79,get,recv_scope,,InteractiveObject
79,get,recv_scope,,DisplayObjectContainer
79,get,recv_scope,,Sprite
79,get,recv_scope,,MovieClip
79,get,recv_scope,,Engine
79,get,recv_scope,,Engine
83,get,slot_sealed,Tween,_parent
83,set,slot_sealed,Tween,_parent
83,get,slot_sealed,Tweener,_tween
83,set,slot_sealed,Tween,_next
83,get,slot_sealed,Tweener,_tween
83,get,slot_sealed,Tweener,_tween
83,set,slot_sealed,Tween,_prev
83,get,slot_sealed,Tweener,_tween
83,call,call_method_virtual,Tween,start
84,get,slot_sealed,Tween,_parent
84,get,slot_sealed,Tween,_next
84,get,slot_sealed,Tween,_next
84,get,slot_sealed,Tween,_prev
84,set,slot_sealed,Tween,_prev
84,get,slot_sealed,Tween,_prev
84,get,slot_sealed,Tween,_prev
84,get,slot_sealed,Tween,_next
84,set,slot_sealed,Tween,_next
84,get,slot_sealed,Tween,_next
84,set,slot_sealed,Tween,_prev
84,set,slot_sealed,Tween,_next
84,set,slot_sealed,Tween,_parent
84,set,slot_sealed,Tween,active
85,get,slot_sealed,Tweener,_tween
85,get,slot_sealed,Tween,_next
85,call,call_method_virtual,Tweener,removeTween
86,get,slot_sealed,Tweener,_tween
86,get,slot_sealed,Tween,active
86,call,call_method_virtual,Tween,update
86,get,slot_sealed,Tween,_finish
86,call,call_method_virtual,Tween,finish
86,get,slot_sealed,Tween,_next
87,get,recv_scope,,Object
87,get,recv_scope,,Object
89,get,recv_scope,,FP
89,get,recv_classobj,,point
89,get,recv_scope,,FP
89,get,recv_classobj,,point2
89,get,slot_sealed,Entity,HITBOX
89,call,call_method_virtual,Mask,assignTo
89,call,recv_scope,,getQualifiedClassName
89,call,recv_scope,,getDefinitionByName
89,call,recv_scope,,Class
94,get,slot_sealed,Entity,_graphic
94,get,slot_sealed,Entity,_graphic
94,get,slot_sealed,Graphic,visible
94,get,slot_sealed,Entity,_graphic
94,get,slot_sealed,Graphic,relative
94,get,slot_sealed,Entity,_point
94,get,slot_sealed,Entity,x
94,set,recv_unknown,,x
94,get,slot_sealed,Entity,_point
94,get,slot_sealed,Entity,y
94,set,recv_unknown,,y
94,get,slot_sealed,Entity,_point
94,get,slot_sealed,Entity,_point
94,set,recv_unknown,,y
94,set,recv_unknown,,x
94,get,slot_sealed,Entity,_camera
94,get,recv_scope,,FP
94,get,recv_classobj,,camera
94,get,recv_unknown,,x
94,set,recv_unknown,,x
94,get,slot_sealed,Entity,_camera
94,get,recv_scope,,FP
94,get,recv_classobj,,camera
94,get,recv_unknown,,y
94,set,recv_unknown,,y
94,get,slot_sealed,Entity,_graphic
94,get,slot_sealed,Entity,_point
94,get,slot_sealed,Entity,_camera
94,call,call_method_virtual,Graphic,render
95,get,slot_sealed,Entity,x
95,get,slot_sealed,Entity,originX
95,get,slot_sealed,Entity,width
95,get,recv_scope,,FP
95,get,recv_classobj,,camera
95,get,recv_unknown,,x
95,get,slot_sealed,Entity,y
95,get,slot_sealed,Entity,originY
95,get,slot_sealed,Entity,height
95,get,recv_scope,,FP
95,get,recv_classobj,,camera
95,get,recv_unknown,,y
95,get,slot_sealed,Entity,x
95,get,slot_sealed,Entity,originX
95,get,recv_scope,,FP
95,get,recv_classobj,,camera
95,get,recv_unknown,,x
95,get,recv_scope,,FP
95,get,recv_classobj,,screen
95,get,recv_unknown,,width
95,get,slot_sealed,Entity,y
95,get,slot_sealed,Entity,originY
95,get,recv_scope,,FP
95,get,recv_classobj,,camera
95,get,recv_unknown,,y
95,get,recv_scope,,FP
95,get,recv_classobj,,screen
95,get,recv_unknown,,height
96,get,recv_scope,,FP
96,get,recv_classobj,,_world
96,get,recv_unknown,,_typeFirst
96,get,slot_sealed,Entity,collidable
96,get,slot_sealed,Entity,x
96,get,slot_sealed,Entity,y
96,set,slot_sealed,Entity,x
96,set,slot_sealed,Entity,y
96,get,slot_sealed,Entity,_mask
96,get,slot_sealed,Entity,originX
96,get,slot_sealed,Entity,width
96,get,slot_sealed,Entity,x
96,get,slot_sealed,Entity,originX
96,get,slot_sealed,Entity,originY
96,get,slot_sealed,Entity,height
96,get,slot_sealed,Entity,y
96,get,slot_sealed,Entity,originY
96,get,slot_sealed,Entity,originX
96,get,slot_sealed,Entity,x
96,get,slot_sealed,Entity,originX
96,get,slot_sealed,Entity,width
96,get,slot_sealed,Entity,originY
96,get,slot_sealed,Entity,y
96,get,slot_sealed,Entity,originY
96,get,slot_sealed,Entity,height
96,get,slot_sealed,Entity,collidable
